sentence_id,year,month,year_month,source,period,sentence,emotion,confidence
02672,2021,03,2021-03,bbc_news_tv,covid,"obviously, the pandemic has dealt us pretty bad damage to the public finances and the economy, and i think i and the government have a responsibility to put those back in a strong position over time but do that in a way that is supportive of economic recovery in the short-term but also do so in a way that is fair.",joy,0.553877
02673,2021,03,2021-03,bbc_news_tv,covid,"the office of budget day budget responsibility says missing is any idea of how to handle the is any idea of how to handla the backlog in is any idea of how to handle the backlog in the , operations and treatments that haven’t happened because of covid, will that require lots more money to deal with?",neutral,0.749967
02674,2021,03,2021-03,bbc_news_tv,covid,"i put it to pauljohnson of the institute for fiscal studies that the covid-19 pandemic means there’s still a lot of uncertainty about the economy you’re right, there’s a huge amount of uncertainty about the forecast in all of this.",fear,0.965359
02675,2021,03,2021-03,bbc_news_tv,covid,"the idea that we will need to be spending less on education and health and social care and local government and all those things after the pandemic than we thought we were going to beforehand just doesn’t look in the least bit likely, given that we know evenjust for the minimum things, like vaccination and test and trace and and so on, let alone catching up with the huge backlog of operations and the need to catch up children who have lost so much school, and the need to help local authorities and so on.",neutral,0.808306
02676,2021,03,2021-03,bbc_news_tv,covid,things like social care at this pandemic has social rare at this pandemic has exposed social care at this pandemic has exposed health and social care exposed health and social “are secretary exposed health and social care secretary needs far more attention and will need more investment going forward.,neutral,0.43038
02677,2021,03,2021-03,bbc_news_tv,covid,"peter says i think the budget is , but peopla says i think the budget is , but people need to remember is the extra that has been borrowed because of covid, it will have to be paid back in the should be done by us an outlat in the should be done by us an outlet for our children or grandchildren.",neutral,0.496568
02678,2021,03,2021-03,bbc_news_tv,covid,he was being treated for an infection and moved to bartholomew’s hospital in london on monday.,sadness,0.955464
02679,2021,03,2021-03,bbc_news_tv,covid,"because the duke has been in hospital 16 nights and been in hospital for 16 nights and was treated for an infection before going to saint bartholomew and given he had a procedure at his age we would expect him to be in hospital for quite a few days yet for monitoring, i would assume.",sadness,0.389775
02680,2021,03,2021-03,bbc_news_tv,covid,in some cases patients could go home in the same day but because of his age and because he had an infection prior to this procedure it may be that they want to spend a number of more days checking him for more rest and recuperation and to see how he is responding.,neutral,0.922287
02681,2021,03,2021-03,bbc_news_tv,covid,"the says new coronavirus vaccines to fight variants, like the one from brazil, can be fast-tracked through the approval system.",neutral,0.940393
02682,2021,03,2021-03,bbc_news_tv,covid,it is very much like with the flu jab is very much like with the jab is we have every very much like with the flu jab is we have every year.,neutral,0.675777
02683,2021,03,2021-03,bbc_news_tv,covid,so you’re just making minor changes to make it a better match for the virus and that is what we have been doing with covid.,neutral,0.960873
02684,2021,03,2021-03,bbc_news_tv,covid,that governments don’t want to contemplate and none of us want to contemplate going back to a position where we go back into a spiral of lockdown and reopening and there has to be a way to keep on marching forward including tackling these variants whatever it takes.,neutral,0.892712
02685,2021,03,2021-03,bbc_news_tv,covid,getting people who do test positive to isolate.,neutral,0.539362
02686,2021,03,2021-03,bbc_news_tv,covid,that is we have heard of such testing happening to and clampdown particularly on the south clampdown particularty on the south african clampdown particularly on the south african and brazil variant and the variant that has some other changes as well.,neutral,0.939483
02687,2021,03,2021-03,bbc_news_tv,covid,millions of doses of the coronavirus vaccine are being rolled out across africa.,neutral,0.895504
02688,2021,03,2021-03,bbc_news_tv,covid,unicef has a lot of experience in immunisation programmes for malaria and other diseases so tell us about your involvement in the plans to tackle covid.,neutral,0.910065
02689,2021,03,2021-03,bbc_news_tv,covid,here in nigeria we received 4 million doses the day before yesterday on the 2nd of march which is the first step and a fantastic first step in trying to counteract the pandemic here in nigeria and complement the already extensive measures that have taken place to and prevent the virus going around nigeria.,neutral,0.602933
02690,2021,03,2021-03,bbc_news_tv,covid,"what are conditions like at the moment in terms of the number of rases, the moment in terms of the number of cases, transmission of the virus in rases, transmission of the virus in nigeria.",neutral,0.88573
02691,2021,03,2021-03,bbc_news_tv,covid,"how far cases, transmission of the virus in nigeria.",neutral,0.709822
02692,2021,03,2021-03,bbc_news_tv,covid,how far do you think this initial batch of vaccination will go to help tackla the virus though?,neutral,0.921975
02693,2021,03,2021-03,bbc_news_tv,covid,"at the moment 155,000 people have contracted covid in nigeria but that hides a much larger statistic of many more people who have contracted many more peopla who have contracted it but many more people who have contracted it but haven’t been tested or shown positivity.",neutral,0.762492
02694,2021,03,2021-03,bbc_news_tv,covid,"over 2000 people have died from it but again, perhaps one in ten peopla died from it but again, perhaps one in ten people who have died of covid in ten peopla who have died of covid haven’t in ten people who have died of covid haven’t been registered as covid deaths.",neutral,0.510567
02695,2021,03,2021-03,bbc_news_tv,covid,"the effects of covid in a country like nigeria is not only the direct effect but it is the indirect effect, schools were closed, the economy has deteriorated substantially.",sadness,0.777837
02696,2021,03,2021-03,bbc_news_tv,covid,how supportive is the public generally about the idea of being vaccinated against coronavirus?,neutral,0.874398
02697,2021,03,2021-03,bbc_news_tv,covid,"you ask all the time about covid and about when he is going to see his friends, when he can hug people.",neutral,0.888344
